time,inflow,water_level,water_level_observed
276.0,0.030199,0.890935,0.888347
277.0,0.0294,0.896048,0.897167
278.0,0.03007,0.900291,0.900209
279.0,0.029615,0.905144,0.911086
280.0,0.030114,0.909474,0.922108
281.0,0.030662,0.914242,0.911588
282.0,0.031586,0.919492,0.917045
283.0,0.028762,0.925594,0.930815
284.0,0.032133,0.928787,0.932197
285.0,0.028048,0.935308,0.944541
286.0,0.029848,0.937653,0.940572
287.0,0.030588,0.941766,0.93997
288.0,0.030281,0.946563,0.949516
289.0,0.029377,0.950987,0.956531
290.0,0.029792,0.954447,0.95855
291.0,0.029507,0.958275,0.960811
292.0,0.029411,0.961766,0.967099
293.0,0.03085,0.965113,0.970959
294.0,0.030357,0.969853,0.976764
295.0,0.029307,0.974037,0.977281
296.0,0.0309,0.977115,0.976279
297.0,0.030307,0.981744,0.982477
298.0,0.030813,0.985718,0.991751
299.0,0.03063,0.990145,0.98606
300.0,0.029171,0.994329,-1.0
301.0,0.02944,0.996999,0.995032
302.0,0.030747,0.999902,1.000046
303.0,0.03061,1.004074,1.010466
304.0,0.029979,1.008053,1.009009
305.0,0.030117,1.011349,1.011581
306.0,0.031278,1.014739,1.00794
307.0,0.029408,1.019245,1.022976
308.0,0.030547,1.021822,1.02505
309.0,0.029798,1.025504,1.036321
310.0,0.029782,1.028389,1.02685
311.0,0.031099,1.03122,1.032315
312.0,0.030825,1.03533,1.036577
313.0,0.030814,1.039113,1.047001
314.0,0.031305,1.042835,1.042359
315.0,0.030021,1.047001,1.048396
316.0,0.030682,1.049828,1.052867
317.0,0.02969,1.053279,1.054212
318.0,0.030324,1.055693,1.053461
319.0,0.02987,1.058711,1.059681
320.0,0.030097,1.061235,1.066603
321.0,0.030595,1.063954,1.058821
322.0,0.029182,1.067135,1.0678
323.0,0.032092,1.068863,1.065362
324.0,0.028994,1.073479,1.079454
325.0,0.028786,1.074937,1.067321
326.0,0.031158,1.076168,1.073374
327.0,0.030792,1.079756,1.081642
328.0,0.030624,1.082932,1.090759
329.0,0.030628,1.085899,1.08557
330.0,0.029988,1.088833,1.086057
331.0,0.029103,1.091088,1.100494
332.0,0.030076,1.092431,1.08519
333.0,0.029323,1.094729,1.083735
334.0,0.030975,1.096244,1.098444
335.0,0.029853,1.099393,1.096883
336.0,0.029175,1.10138,1.096274
337.0,0.029679,1.102663,1.106205
338.0,0.030413,1.104434,1.105653
339.0,0.029436,1.106917,1.104097
340.0,0.029178,1.108392,1.101991
341.0,0.030244,1.10959,1.113952
342.0,0.030245,1.111838,1.115089
343.0,0.029493,1.11406,1.113564
344.0,0.029529,1.115502,1.124735
345.0,0.030232,1.116961,1.111611
346.0,0.028552,1.119105,1.111478
347.0,0.028593,1.119542,1.116083
348.0,0.029282,1.120014,1.119786
349.0,0.029787,1.12117,1.122386
350.0,0.030311,1.122815,1.121609
351.0,0.031475,1.124965,1.126725
352.0,0.030858,1.128252,1.121994
353.0,0.02984,1.13088,1.138099
354.0,0.029981,1.132458,1.132047
355.0,0.028997,1.134156,1.139743
356.0,0.029981,1.134851,1.136564
357.0,0.029711,1.13652,1.138804
358.0,0.030323,1.137899,1.140748
359.0,0.029173,1.139871,1.14211
360.0,0.030519,1.14067,1.143883
361.0,0.031533,1.142805,1.14945
362.0,0.029891,1.145926,1.146909
363.0,0.030402,1.147368,1.150913
364.0,0.03069,1.149302,1.148853
365.0,0.029599,1.1515,1.158701
366.0,0.030224,1.15258,1.149198
367.0,0.030013,1.154272,1.163277
368.0,0.030098,1.155731,1.155531
369.0,0.029227,1.157258,1.150104
370.0,0.030025,1.157895,1.158535
371.0,0.030498,1.159321,1.155916
372.0,0.031451,1.161204,1.165407
373.0,0.030959,1.164016,1.160753
374.0,0.032153,1.166302,1.164071
375.0,0.029233,1.169753,1.160306
376.0,0.030872,1.170242,1.16798
377.0,0.030183,1.172364,1.160245
378.0,0.03219,1.173771,1.165852
379.0,0.029192,1.177168,1.18097
380.0,0.02916,1.177525,1.181454
381.0,0.029401,1.177845,1.179973
382.0,0.027876,1.178403,1.173568
383.0,0.029474,1.177429,1.17719
384.0,0.029241,1.178065,1.178047
385.0,0.03015,1.17846,1.172668
386.0,0.030342,1.179759,1.187276
387.0,0.031876,1.181234,1.185621
388.0,0.03095,1.184226,1.183121
389.0,0.029423,1.186255,1.186389
390.0,0.029102,1.186732,1.187774
391.0,0.030492,1.186882,1.176673
392.0,0.02868,1.18842,1.187184
393.0,0.031831,1.188127,1.184717
394.0,0.031179,1.19099,1.185981
395.0,0.029531,1.193165,1.19176
396.0,0.028287,1.193666,1.202654
397.0,0.031354,1.192916,1.19612
398.0,0.029885,1.195243,1.192387
399.0,0.031238,1.196073,1.198936
400.0,0.013406,1.198245,1.205242
401.0,0.014401,1.182559,1.187182
402.0,0.015005,1.168058,1.168356
403.0,0.015047,1.15434,1.151106
404.0,0.01455,1.140833,1.144324
405.0,0.015623,1.126997,1.128964
406.0,0.013932,1.114406,1.118882
407.0,0.014858,1.100282,1.103458
408.0,0.01512,1.087262,1.09251
409.0,0.015514,1.074671,1.071995
410.0,0.015712,1.062634,1.069221
411.0,0.013875,1.050949,1.051937
412.0,0.013466,1.037579,1.047956
413.0,0.016278,1.023974,1.020528
414.0,0.015332,1.013358,1.022038
415.0,0.014252,1.001937,1.002926
416.0,0.016551,0.989586,0.986329
417.0,0.015116,0.979699,0.97728
418.0,0.016179,0.968509,0.966908
419.0,0.015068,0.958534,0.960655
420.0,0.017061,0.947581,0.950196
421.0,0.016755,0.938771,0.935903
422.0,0.014751,0.929777,0.929655
423.0,0.015972,0.918901,0.929612
424.0,0.015645,0.909396,0.918034
425.0,0.016369,0.899698,0.901879
426.0,0.014035,0.890858,0.891048
427.0,0.015686,0.879808,0.880408
428.0,0.016058,0.870566,0.873634
429.0,0.013241,0.861827,0.856713
430.0,0.013817,0.850396,0.849109
431.0,0.012961,0.839705,0.831362
432.0,0.014731,0.828312,0.830308
433.0,0.015718,0.818855,0.82209
434.0,0.016502,0.810523,0.808107
435.0,0.015074,0.803098,0.810968
436.0,0.016629,0.794355,0.788227
437.0,0.01362,0.787297,0.779975
438.0,0.013297,0.777336,0.778458
439.0,0.014944,0.767201,0.772436
440.0,0.015384,0.758866,0.767286
441.0,0.014967,0.751099,0.748804
442.0,0.012933,0.743033,0.748427
443.0,0.014911,0.733057,0.732864
444.0,0.013696,0.725213,0.72435
445.0,0.01567,0.716276,0.720694
446.0,0.015367,0.709453,0.712715
447.0,0.01406,0.702434,0.694552
448.0,0.014486,0.69422,0.701603
449.0,0.013941,0.686563,0.693463
450.0,0.014937,0.678482,nan
451.0,0.015955,0.671528,0.673507
452.0,0.014014,0.665705,0.668175
453.0,0.015504,0.658035,0.659338
454.0,0.01447,0.65198,0.649229
455.0,0.014207,0.64499,0.641632
456.0,0.014893,0.637854,0.637726
457.0,0.013965,0.631521,0.637384
458.0,0.014446,0.624366,0.627084
459.0,0.013802,0.617812,0.615959
460.0,0.016965,0.610724,0.614583
461.0,0.015035,0.60692,0.592677
462.0,0.0143,0.60125,0.606994
463.0,0.015214,0.594943,0.586245
464.0,0.014888,0.589658,0.587846
465.0,0.014779,0.584137,0.578539
466.0,0.015614,0.578604,0.572131
467.0,0.015758,0.574003,0.579807
468.0,0.014469,0.569625,0.567286
469.0,0.014424,0.564036,0.565768
470.0,0.014725,0.5585,0.558266
471.0,0.012698,0.553364,0.555749
472.0,0.013485,0.546292,0.546676
473.0,0.016367,0.540134,0.533719
474.0,0.016645,0.536968,0.54195
475.0,0.014751,0.534138,0.531669
476.0,0.015577,0.529466,0.521683
477.0,0.015311,0.525704,0.523563
478.0,0.018079,0.521746,0.529249
479.0,0.01612,0.520628,0.524879
480.0,0.014872,0.517571,0.515828
481.0,0.014044,0.513323,0.511577
482.0,0.013394,0.508326,0.506718
483.0,0.015203,0.502771,0.513155
484.0,0.014244,0.49913,0.50104
485.0,0.013578,0.494598,0.496748
486.0,0.014353,0.489485,0.494636
487.0,0.013918,0.485244,0.486438
488.0,0.016687,0.48065,0.479354
489.0,0.015882,0.478911,0.47793
490.0,0.014992,0.476401,0.476043
491.0,0.01648,0.473049,0.472863
492.0,0.015077,0.47125,0.474888
493.0,0.014139,0.468083,0.468343
494.0,0.016523,0.464039,0.467702
495.0,0.015539,0.462458,0.462055
496.0,0.013963,0.459924,0.460317
497.0,0.01481,0.455863,0.445872
498.0,0.014124,0.452729,0.45731
499.0,0.013617,0.448971,0.450703
500.0,0.015926,0.44478,0.44977
501.0,0.016909,0.442982,0.428501
502.0,0.013601,0.442203,0.452645
503.0,0.015563,0.438131,0.437433
504.0,0.014349,0.436103,0.441644
505.0,0.014513,0.432901,0.427702
506.0,0.014408,0.429928,0.432992
507.0,0.014136,0.42691,0.421642
508.0,0.015049,0.423681,0.420562
509.0,0.014169,0.42143,0.431
510.0,0.01527,0.418346,0.417393
511.0,0.01495,0.416427,0.417514
512.0,0.014761,0.414227,0.418577
513.0,0.014092,0.411883,0.414361
514.0,0.014423,0.408919,0.409671
515.0,0.015755,0.406347,0.408172
516.0,0.015501,0.405161,0.417178
517.0,0.014022,0.403745,0.403457
518.0,0.015099,0.400881,0.401886
519.0,0.015751,0.399153,0.404406
520.0,0.013331,0.398114,0.403641
521.0,0.015543,0.394675,0.400611
522.0,0.014337,0.393522,0.396716
523.0,0.015571,0.391188,0.385473
524.0,0.014237,0.390136,0.398303
525.0,0.013195,0.387773,0.382041
526.0,0.013372,0.384418,0.385931
527.0,0.015048,0.381313,0.377541
528.0,0.01526,0.37995,0.379629
529.0,0.014096,0.378827,0.380471
530.0,0.015639,0.376565,0.378172
531.0,0.013338,0.375895,0.378005
532.0,0.014934,0.37294,0.381008
533.0,0.013789,0.371643,0.373911
534.0,0.014348,0.369231,0.36801
535.0,0.015047,0.36743,0.37225
536.0,0.01414,0.366367,0.372315
537.0,0.014615,0.36442,0.358282
538.0,0.016006,0.362992,0.365979
539.0,0.014423,0.362986,0.366492
540.0,0.015836,0.361398,0.35991
541.0,0.01387,0.361256,0.368135
542.0,0.01553,0.359153,0.358402
543.0,0.016442,0.358755,0.359383
544.0,0.012528,0.359278,0.358413
545.0,0.014203,0.355877,0.355955
546.0,0.015577,0.354226,0.348744
547.0,0.014797,0.353985,0.346785
548.0,0.015371,0.35297,0.360942
549.0,0.014396,0.352551,0.348316
550.0,0.015087,0.351167,0.34621
551.0,0.014844,0.350505,0.339738
552.0,0.016168,0.349615,0.34642
553.0,0.015254,0.350068,0.343453
554.0,0.015338,0.349598,0.357808
555.0,0.014588,0.349222,0.354271
556.0,0.014512,0.348104,0.344664
557.0,0.014567,0.346936,0.358198
558.0,0.015394,0.34585,0.350759
559.0,0.014579,0.345615,0.343991
560.0,0.01529,0.34457,0.332073
561.0,0.017075,0.344259,0.355714
562.0,0.015871,0.345741,0.338793
563.0,0.014674,0.345985,0.337758
564.0,0.016201,0.345026,0.350139
565.0,0.014592,0.345617,0.357815
566.0,0.012962,0.344584,0.351506
567.0,0.013992,0.341945,0.344765
568.0,0.013129,0.340396,0.34337
569.0,0.014648,0.33802,0.342287
570.0,0.015018,0.337217,0.341011
571.0,0.016676,0.336802,0.338208
572.0,0.015327,0.338055,0.338576
573.0,0.014781,0.337929,0.337616
574.0,0.015829,0.337261,0.333491
575.0,0.012789,0.337656,0.336253
576.0,0.015236,0.335002,0.326537
577.0,0.015771,0.334855,0.334363
578.0,0.013521,0.335247,0.330304
579.0,0.016144,0.33338,0.327862
580.0,0.015338,0.334179,0.335078
581.0,0.014585,0.334154,0.341114
582.0,0.015633,0.333375,0.337967
583.0,0.017271,0.333663,0.325811
584.0,0.015182,0.335582,0.330634
585.0,0.015248,0.335368,0.340072
586.0,0.014541,0.335226,0.330313
587.0,0.01415,0.334379,0.333256
588.0,0.01583,0.333161,0.335911
589.0,0.014144,0.333651,0.328809
590.0,0.015072,0.332444,0.332971
591.0,0.014522,0.332192,0.325522
592.0,0.015479,0.331396,0.328389
593.0,0.015334,0.331576,0.333175
594.0,0.016038,0.331606,0.323641
595.0,0.01449,0.332339,0.334542
596.0,0.01473,0.331508,0.33141
597.0,0.014021,0.330936,0.333699
598.0,0.014556,0.329669,0.330788
599.0,0.015377,0.328965,0.335786
